Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
phoenix-az,Hypnotique Red,Nero (Black),Rear-wheel Drive,25-35,Gasoline,Automatic,"1.4L I-4 MultiAir variable valve control, intercooled turbo, pre","40,259 mi.",Used,2018,FIAT,124 Spider Base
phoenix-az,Night Black,Black,All-wheel Drive,17-22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,"52,373 mi.",Used,2019,Audi,Q8 Premium
phoenix-az,Red,Tan,Front-wheel Drive,41-0,Hybrid,Automatic,"2L I-4 DOHC, Ti-VCT variable valve control, regular unleaded, en","87,000 mi.",Used,2017,Lincoln,MKZ Hybrid Reserve
phoenix-az,Caribbean Blue,Black,Front-wheel Drive,25-30,Gasoline,Automatic,Regular Unleaded I-4 2.0 L/122,"72,591 mi.",Used,2019,Kia,Soul +
phoenix-az,Gun Metallic,Graphite,All-wheel Drive,21-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"80,000 mi.",Used,2018,Nissan,Murano SV
phoenix-az,Bright White Clearcoat,Medium Slate Gray,Four-wheel Drive,15-19,Gasoline,4-Speed Automatic,3.7L V6 12V MPFI SOHC,"204,694 mi.",Used,2008,Dodge,Dakota SXT/Bighorn/Lonestar
phoenix-az,Eminent White Pearl,Parchment,Four-wheel Drive,13-18,Gasoline,8-Speed Automatic with Sequential Shift,"5.7L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","39,781 mi.",Used,2019,Lexus,LX 570 Base
phoenix-az,Silica White,Black,Rear-wheel Drive,0-0,Gasoline,7-Speed Automatic,3.8L 8 CYLINDER,"3,634 mi.",Used,2020,McLaren,600LT Full Frontal PPF (Paint Protection) - Carbon Fiber Upgrades!
phoenix-az,Brooklyn Grey Metallic,Black,All-wheel Drive,16-22,Gasoline,8-Speed Automatic Sport,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","8,210 mi.",Used,2024,BMW,M4 Base
phoenix-az,Mineral White Metallic,Black,All-wheel Drive,20-29,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","62,250 mi.",Used,2018,BMW,340 Gran Turismo xDrive
phoenix-az,Ibis White,Black,All-wheel Drive,23-28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"100,295 mi.",Used,2017,Audi,A4 allroad 2.0T Premium
phoenix-az,Graphite Mica,Black,Front-wheel Drive,28-39,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"95,872 mi.",Used,2013,Mazda,Mazda3 i Touring
phoenix-az,Gray,Black,All-wheel Drive,,Hybrid,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo Hybrid,"19,134 mi.",Used,2024,BMW,X5 PHEV xDrive50e
phoenix-az,Mineral Gray Metallic,Silverstone,Rear-wheel Drive,17-26,Gasoline,Manual,"3L I-6 gasoline direct injection, DOHC, variable valve control,","18,460 mi.",Used,2016,BMW,M4 Base
phoenix-az,Carbon Black Metallic,Smoke White,All-wheel Drive,NULL,,Automatic,Electric 536hp 549ft. lbs.,"20,812 mi.",Used,2023,BMW,i7 xDrive60
phoenix-az,Brilliant Silver Metallic,Graphite,Front-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"59,836 mi.",Used,2021,Nissan,Murano SV
phoenix-az,Pepper White,Carbon Black,Front-wheel Drive,23-32,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"70,066 mi.",Used,2019,MINI,Hardtop Cooper S
phoenix-az,Yas Marina Blue Metallic,Silverstone,Rear-wheel Drive,17-26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,"84,894 mi.",Used,2015,BMW,M4 Base
phoenix-az,Gray,Black,All-wheel Drive,23-32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"6,195 mi.",Used,2022,BMW,M240 i xDrive
phoenix-az,Blue,Cream,All-wheel Drive,22-30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"34,119 mi.",Used,2020,Volvo,XC40 T5 Inscription
phoenix-az,Gray,Gray,Front-wheel Drive,NULL,,Automatic,Electric Motor,"26,249 mi.",Used,2021,Chevrolet,Bolt EV FWD Premier
phoenix-az,Quartz White Pearl,Beige,Front-wheel Drive,28-37,Gasoline,Automatic,"Nu 2L I-4 DOHC, D-CVVT variable valve control, regular unleaded,","93,266 mi.",Used,2019,Hyundai,Elantra SEL
phoenix-az,Pewter Silver,Java,Rear-wheel Drive,16-22,Gasoline,Automatic,"5L V-8 premium unleaded, engine with 302HP","158,644 mi.",Used,2004,Mercedes-Benz,CL-Class CL 500
phoenix-az,Alpine White,Black,All-wheel Drive,23-32,Gasoline,8-Speed Automatic Sport,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","17,067 mi.",Used,2022,BMW,M240 i xDrive
phoenix-az,Lunar Grey,Jet / Jet / Redzone,Rear-wheel Drive,19-27,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"36,754 mi.",Used,2015,Jaguar,F-TYPE S
phoenix-az,Blue,Sandstone,Rear-wheel Drive,10-15,Gasoline,4-Speed Automatic,6.8L V8 16V MPFI SOHC Supercharged,"6,805 mi.",Used,1998,Bentley,Continental T
phoenix-az,Polaris White,–,Rear-wheel Drive,19-28,Gasoline,8-Speed ZF Automatic with QuickShift,"3L V-6 gasoline direct injection, DOHC, variable valve control,","20,004 mi.",Used,2016,Jaguar,F-TYPE Base
phoenix-az,–,–,Rear-wheel Drive,22-28,Gasoline,9-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","124,384 mi.",Used,2016,Mercedes-Benz,GLC-Class GLC 300
phoenix-az,White Diamond Tricoat,Ebony w/Ebony Inserts,Rear-wheel Drive,12-18,Gasoline,Automatic,"6.2L V-8 intercooled supercharger, premium unleaded, engine with","43,843 mi.",Used,2014,Cadillac,CTS-V Base
phoenix-az,Nightfall Gray Metallic,Dark Galvanized,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"29,994 mi.",Used,2021,Chevrolet,Bolt EV LT
phoenix-az,Narvik Black,Ebony,Rear-wheel Drive,23-30,Gasoline,Automatic,"Ingenium 2L I-4 gasoline direct injection, DOHC, variable valve","39,377 mi.",Used,2018,Jaguar,F-TYPE 296HP
phoenix-az,White,–,All-wheel Drive,13-18,Gasoline,7-Speed Manual,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro","1,199 mi.",Used,2024,Lamborghini,Huracan Sterrato Base
phoenix-az,Navarra Blue Metallic,Black,All-wheel Drive,21-30,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","67,757 mi.",Used,2018,Audi,S4 3.0T Prestige
phoenix-az,Bluefire Blue Metallic,Ebony,Rear-wheel Drive,23-30,Gasoline,8-Speed Automatic,2.0L I4 Turbocharged,"38,176 mi.",Used,2021,Jaguar,F-TYPE P300 RWD Automatic
phoenix-az,White,Black,Front-wheel Drive,26-33,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,"87,981 mi.",Used,2017,Nissan,Rogue SV
phoenix-az,Diamond White,Ebony Black,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,"23,406 mi.",Used,2018,Ford,EcoSport SE
phoenix-az,Snow White Pearl,Black,Front-wheel Drive,29-35,Gasoline,Automatic,"2L I-4 DOHC, D-CVVT variable valve control, regular unleaded, en","41,451 mi.",Used,2021,Kia,Soul S
phoenix-az,Championship White,Black / Red,Front-wheel Drive,22-28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,"3,150 mi.",Used,2023,Honda,Civic Type R Base
phoenix-az,Summit White,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric Motor,"13,935 mi.",Used,2023,Chevrolet,Bolt EUV FWD LT
phoenix-az,Gravity Gray,Black,Front-wheel Drive,,Gasoline,1-Speed CVT with Overdrive,2.0L I4 16V MPFI DOHC,"64,080 mi.",Used,2020,Kia,Soul S
phoenix-az,Orange,Gray,Front-wheel Drive,22-27,Gasoline,Automatic,2.4L L4 DOHC 16V,"164,000 mi.",Used,2007,Honda,Element LX 2WD AT
phoenix-az,Blue,Gray,Front-wheel Drive,NULL,Gasoline,4-Speed A/T,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,"157,500 mi.",Used,2010,Toyota,Matrix Base
phoenix-az,Mythos Black Metallic,Black,All-wheel Drive,22-30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"67,991 mi.",Used,2018,Audi,A4 allroad 2.0T Premium
phoenix-az,Midnight Black,Gray,Four-wheel Drive,,Gasoline,6-Speed,3.5L V6 24V PDI DOHC,"66,123 mi.",Used,2018,Toyota,Tacoma
phoenix-az,–,–,All-wheel Drive,23-32,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","13,858 mi.",Used,2022,BMW,M4 Base
phoenix-az,Gray,Black,Four-wheel Drive,18-22,Gasoline,6-Speed Shiftable Automatic,6 Cylinder,"18,726 mi.",Used,2021,Toyota,Tacoma TRD Off Road
phoenix-az,Alpine White,Kyalami Orange/Black,All-wheel Drive,16-22,Gasoline,8-Speed Automatic Steptronic,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","1,978 mi.",Used,2023,BMW,M4 Base
phoenix-az,Bianco Avus,Black,Rear-wheel Drive,12-16,Gasoline,7-Speed Automatic with Auto-Shift,6.3L V12 48V GDI DOHC,"7,972 mi.",Used,2016,Ferrari,F12berlinetta Base
phoenix-az,Moon Dust,Black,All-wheel Drive,35-35,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,"73,029 mi.",Used,2021,Toyota,Highlander Hybrid XLE
phoenix-az,Black Sapphire Metallic,Tacora Red w/Contrast Stitching,All-wheel Drive,22-31,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","56,874 mi.",Used,2021,BMW,M4 Base
phoenix-az,Alpine White,Black,Rear-wheel Drive,17-26,Gasoline,6-Speed Manual,"3L I-6 gasoline direct injection, DOHC, variable valve control,","83,157 mi.",Used,2015,BMW,M4 Base
phoenix-az,Ocean Veil,–,Rear-wheel Drive,NULL,,Automatic 1-Speed,2.0L I4,"22,519 mi.",Used,2019,Karma,Revero Base 4dr Sedan
phoenix-az,Silver Gray,Black,Rear-wheel Drive,25-36,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"9,986 mi.",Used,2023,Mercedes-Benz,C-Class C 300
phoenix-az,Cavalry Blue,Black,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"66,172 mi.",Used,2019,Toyota,Tacoma TRD Off Road
phoenix-az,White,.,Rear-wheel Drive,22-28,Gasoline,9-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","91,104 mi.",Used,2016,Mercedes-Benz,GLC-Class GLC 300
phoenix-az,Purple,Beige,Front-wheel Drive,NULL,Gasoline,A/T,210.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,"100,525 mi.",Used,2002,Lexus,ES 300 Base
phoenix-az,Alpine White,Black,Rear-wheel Drive,17-26,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","48,687 mi.",Used,2015,BMW,M4 Base
phoenix-az,Silver,Black,Front-wheel Drive,21-29,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"29,098 mi.",Used,2022,Toyota,Highlander L
phoenix-az,Summit White,Jet Black,Four-wheel Drive,14-20,Gasoline,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr","131,278 mi.",Used,2016,GMC,Yukon XL Denali
phoenix-az,Mocha,Cappuccino,Front-wheel Drive,18-27,Gasoline,6-Speed Automatic,"EcoBoost 2.7L V-6 gasoline direct injection, DOHC, variable valv","23,917 mi.",Used,2019,Lincoln,Continental Reserve
phoenix-az,Silver,Burnt Orange,Rear-wheel Drive,20-26,Gasoline,M,"VQ 3.5L V-6 DOHC, variable valve control, premium unleaded, engi","135,063 mi.",Used,2003,Nissan,350Z Touring
phoenix-az,Gray Ghost Metallic,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"53,820 mi.",Chevrolet Certified,2023,Chevrolet,Bolt EUV Premier
phoenix-az,Starfire Pearl,Saddle,Rear-wheel Drive,21-30,Gasoline,6-Speed Automatic,2.5L V6 24V PDI DOHC,"61,579 mi.",Used,2014,Lexus,IS 250 Base
phoenix-az,Gray,Black,All-wheel Drive,NULL,Hybrid,Transmission w/Dual Shift Mode,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,"15,450 mi.",Used,2021,Audi,RS 6 Avant 4.0T
phoenix-az,Silver,Gray,Rear-wheel Drive,NULL,Gasoline,A/T,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,"212,000 mi.",Used,2003,Dodge,Ram 1500 ST Quad Cab
phoenix-az,Metallic,Global Black,Rear-wheel Drive,,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,"39,059 mi.",Used,2022,Jeep,Grand Cherokee L Laredo
phoenix-az,Silver,Beige,Rear-wheel Drive,20-30,Gasoline,"Auto, 8-Spd OD Steptronic","3L I-6 gasoline direct injection, DOHC, variable valve control,","85,343 mi.",Used,2011,BMW,535 535i Sedan 4D
phoenix-az,Elwood Blue,Onyx Black,All-wheel Drive,15-20,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,250 mi.,Used,2023,Aston,Martin DBX 707
phoenix-az,Cherry Metallic,Atacama Beige/Basalt Black,All-wheel Drive,NULL,,2-Speed Automatic,Electric Motor,"23,789 mi.",Used,2021,Porsche,Taycan Turbo
phoenix-az,Silver,Tan,Four-wheel Drive,15-21,E85 Flex Fuel,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,"136,471 mi.",Used,2011,Chevrolet,Avalanche 1500 LTZ
phoenix-az,White,Tan,Four-wheel Drive,14-18,Gasoline,5-Speed Automatic,4.7L V8 32V MPFI DOHC,"181,000 mi.",Used,2008,Lexus,GX 470 Base (A5)
phoenix-az,White,Black,Front-wheel Drive,18-27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"30,268 mi.",Used,2021,Chevrolet,Traverse LS
phoenix-az,Helios Orange,Jet Black,Rear-wheel Drive,15-22,Gasoline,7-Speed Automatic,"3.8L V-8 DOHC, variable valve control, twin turbo, premium unlea","9,550 mi.",Used,2019,McLaren,600LT Base
phoenix-az,Quicksilver Metallic,Medium Titanium,Front-wheel Drive,21-32,Gasoline,Automatic,"ECOTEC 2.4L I-4 gasoline direct injection, DOHC, variable valve","26,746 mi.",Used,2016,Buick,Verano Sport Touring Group
phoenix-az,Millennium Silver Metallic,Light Charcoal,Front-wheel Drive,21-29,Gasoline,5-Speed Automatic Electronic with Overdrive,"3L V-6 DOHC, variable valve control, premium unleaded, engine wi","55,430 mi.",Used,2003,Lexus,ES 300 Base
phoenix-az,Gray,Gray,Four-wheel Drive,NULL,Gasoline,A/T,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,"185,000 mi.",Used,2001,Dodge,Ram 1500 Quad Cab
phoenix-az,Sparkling Silver,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"19,431 mi.",Used,2021,Kia,Soul LX
phoenix-az,Clear White,Gray 2-Tone,Front-wheel Drive,24-30,Gasoline,Automatic,"Gamma 1.6L I-4 gasoline direct injection, DOHC, variable valve c","70,307 mi.",Used,2015,Kia,Soul Base
phoenix-az,Brilliant Silver,Charcoal,Front-wheel Drive,33-35,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,"34,366 mi.",Used,2018,Nissan,Rogue Hybrid SL
phoenix-az,Crystal White Tri-Coat,Jet Black,All-wheel Drive,18-25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"10,627 mi.",Used,2023,Cadillac,XT6 Premium Luxury AWD
phoenix-az,Silver Sky Metallic,Gray,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"21,171 mi.",Used,2019,Toyota,Tacoma TRD Off Road
phoenix-az,White,Cement,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"23,136 mi.",Used,2022,Toyota,Tacoma SR5
phoenix-az,Blue,Gray / Silver,Front-wheel Drive,31-37,Gasoline,6-Speed Manual,1.5L I4 16V MPFI SOHC,"131,306 mi.",Used,2011,Honda,CR-Z Base
phoenix-az,Silver,Black Anthracite,All-wheel Drive,19-28,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,"117,066 mi.",Used,2011,Volkswagen,Touareg TDI Sport
phoenix-az,Gravity Gray,Black,Front-wheel Drive,27-37,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,"119,688 mi.",Used,2021,Kia,K5 LXS
phoenix-az,White,–,Four-wheel Drive,18-22,Gasoline,6-Speed Shiftable Automatic,6 Cylinder,"46,288 mi.",Used,2022,Toyota,Tacoma Limited
phoenix-az,Black,Black,–,,Gasoline,Automatic,8 Cylinder,"37,664 mi.",Used,1987,Bentley,Continental
phoenix-az,Black,–,All-wheel Drive,23-30,Gasoline,6-Speed Automatic S tronic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","88,377 mi.",Used,2017,Audi,TT 2.0T
phoenix-az,Unspecified,Unspecified,Rear-wheel Drive,16-22,Gasoline,Automatic 7-Speed,"3.9L V-8 gasoline direct injection, DOHC, variable valve control","20,286 mi.",Used,2018,Ferrari,488 GTB Coupe
phoenix-az,Electric Beam,designo Black w/Contrast Stitching,All-wheel Drive,11-11,Gasoline,Automatic 7-Speed,"4L V-8 gasoline direct injection, DOHC, variable valve control,","36,356 mi.",Used,2017,Mercedes-Benz,G 550 4x4 Squared Base
phoenix-az,Black,Black,Front-wheel Drive,28-34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,"52,730 mi.",Used,2019,Honda,HR-V LX
phoenix-az,Magnetic Gray Metallic,Cement,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"37,951 mi.",Used,2020,Toyota,Tacoma TRD Off Road
phoenix-az,Racing Red,Black,Front-wheel Drive,22-29,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,"33,174 mi.",Used,2020,Hyundai,Veloster N N
phoenix-az,Brilliant Silver,Charcoal,Front-wheel Drive,29-38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,"138,741 mi.",Used,2016,Nissan,Sentra SV
phoenix-az,Black Clearcoat,Black,All-wheel Drive,14-22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,"24,619 mi.",Used,2022,Dodge,Durango R/T
phoenix-az,Ice,Black,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"11,171 mi.",Used,2023,Toyota,Tacoma SR5
phoenix-az,White Knuckle,Black,Rear-wheel Drive,19-26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"9,189 mi.",Used,2022,Dodge,Durango SXT
phoenix-az,Dakota Brown Metallic,Black,All-wheel Drive,19-25,Gasoline,9-Speed Shiftable Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","83,735 mi.",Used,2018,Mercedes-Benz,AMG E 43 4MATIC
phoenix-az,Summit White,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"12,570 mi.",Used,2023,Chevrolet,Bolt EUV LT
phoenix-az,Cactus Fern,Black,Front-wheel Drive,30-35,Gasoline,IVT,"Nu 2L I-4 DOHC, D-CVVT variable valve control, regular unleaded,","61,209 mi.",Used,2022,Hyundai,Kona SEL
phoenix-az,Brown,Tan,Rear-wheel Drive,18-23,Gasoline,Automatic,"Triton 4.6L V-8 regular unleaded, engine with 224HP","38,568 mi.",Used,2005,Mercury,Grand Marquis GS
phoenix-az,Vibrant White Clearcoat Metallic,Gray,Rear-wheel Drive,17-23,Gasoline,Automatic,"4.6L V-8 regular unleaded, engine with 210HP","103,889 mi.",Used,1995,Mercury,Grand Marquis GS
phoenix-az,Black,AMG Black,Rear-wheel Drive,22-31,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"17,229 mi.",Used,2019,Mercedes-Benz,C-Class C 300
phoenix-az,Satin Cashmere Metallic,Brown,All-wheel Drive,30-28,Hybrid,Automatic CVT,3.5L V6 24V GDI DOHC Hybrid,"69,107 mi.",Used,2016,Lexus,RX 450h
phoenix-az,Shadow Black,Ebony Black,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,"EcoBoost 1L I-3 gasoline direct injection, DOHC, variable valve","66,144 mi.",Used,2019,Ford,EcoSport SE
phoenix-az,Inferno Red,Graphite,Rear-wheel Drive,19-24,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"113,838 mi.",Used,2017,Toyota,Tacoma TRD Off Road
phoenix-az,Silver Sky Metallic,Cement,Rear-wheel Drive,19-24,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"29,027 mi.",Used,2021,Toyota,Tacoma SR5
phoenix-az,Stealth Gray,Charcoal Black,All-wheel Drive,19-25,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,"30,334 mi.",Used,2017,Ford,Focus RS Base
phoenix-az,Shadow Black,Ebony Black,Four-wheel Drive,23-29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"66,795 mi.",Used,2019,Ford,EcoSport Titanium
phoenix-az,Black Clearcoat,Black,Four-wheel Drive,17-21,Gasoline,6-Speed Manual,3.6L V6 24V MPFI DOHC,"93,278 mi.",Used,2018,Jeep,Wrangler JK Sport
phoenix-az,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,"35,427 mi.",Used,2019,Ford,EcoSport Titanium
phoenix-az,Gray Ghost Metallic,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"18,127 mi.",Used,2023,Chevrolet,Bolt EUV LT
phoenix-az,Frozen White,Charcoal Black,All-wheel Drive,19-25,Gasoline,6-Speed Manual,"EcoBoost 2.3L I-4 gasoline direct injection, DOHC, variable valv","22,492 mi.",Used,2017,Ford,Focus RS Base
phoenix-az,Black,Black,Four-wheel Drive,23-29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"66,220 mi.",Used,2018,Ford,EcoSport SE
phoenix-az,Blue,Gray,Rear-wheel Drive,20-26,Gasoline,Automatic,"2.5L I-6 DOHC, Double VANOS variable valve control, premium unle","110,030 mi.",Used,2003,BMW,325 325i Sedan 4D
phoenix-az,Brilliant Silver Metallic,Black,Front-wheel Drive,27-31,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,"68,381 mi.",Used,2014,Nissan,Cube 1.8 SL
phoenix-az,White,Black,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,"42,851 mi.",Used,2020,Ford,EcoSport SE
phoenix-az,Silver Flare Metallic,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric Drive Unit,"11,901 mi.",Used,2023,Chevrolet,Bolt EV FWD 1LT
phoenix-az,Silver,Black,Four-wheel Drive,NULL,Gasoline,A/T,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,"167,500 mi.",Used,2013,INFINITI,QX56 Base
phoenix-az,Silver,Black,All-wheel Drive,17-24,Gasoline,5-Speed Automatic,3.4L V6 12V MPFI OHV,"237,966 mi.",Used,2008,Pontiac,Torrent
phoenix-az,Vibrant White Clearcoat,Gray,Rear-wheel Drive,18-26,Gasoline,A,"4.6L V-8 regular unleaded, engine with 239HP","93,489 mi.",Used,2003,Ford,Crown Victoria LX
phoenix-az,Silver,Gray,Front-wheel Drive,20-28,Gasoline,Automatic,2.5L L4 DOHC 16V,"116,000 mi.",Used,2009,Mercury,Mariner Premier I4 2WD
phoenix-az,Deep Sea Mica,Parchment,Rear-wheel Drive,21-30,Gasoline,6-Speed Automatic,2.5L V6 24V PDI DOHC,"67,765 mi.",Used,2014,Lexus,IS 250 Base
phoenix-az,Black,Ebony,All-wheel Drive,16-24,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,"74,589 mi.",Used,2019,Lincoln,Continental Select
phoenix-az,White,Dark Galvanized,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"35,501 mi.",Used,2020,Chevrolet,Bolt EV LT
phoenix-az,Daytona Gray Pearl Effect,Cognac,All-wheel Drive,15-22,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"12,502 mi.",Used,2021,Audi,RS 6 Avant 4.0T quattro
phoenix-az,Arancio Borealis Metallic,Nero Ade,–,,Gasoline,7-Speed Manual,5.2L 10 Cyl. DOHC,492 mi.,Used,2023,Lamborghini,Huracan Sterrato STERRATO
phoenix-az,Coffee Beige Metallic,Black/Limestone Beige,All-wheel Drive,NULL,,2-Speed Automatic,Electric Motor,"19,147 mi.",Used,2021,Porsche,Taycan Cross Turismo 4S
phoenix-az,Bright Red,Black,Rear-wheel Drive,23-31,Gasoline,5-Speed Manual,"1.9L I-4 DOHC, premium unleaded, engine with 138HP","108,350 mi.",Used,1997,BMW,Z3 1.9 Roadster
phoenix-az,Super White,Cement Gray,Four-wheel Drive,19-22,Gasoline,Automatic,"2.7L I-4 DOHC, VVT-iW/VVT-i variable valve control, regular unle","56,126 mi.",Used,2019,Toyota,Tacoma SR
phoenix-az,Gray,Black/Gun Metal,Rear-wheel Drive,19-24,Gasoline,6-Speed Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, re","88,488 mi.",Used,2019,Toyota,Tacoma SR5
phoenix-az,Magnetic Gray Metallic,Cement,Rear-wheel Drive,19-24,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"25,548 mi.",Used,2023,Toyota,Tacoma SR5
phoenix-az,Army Green,Black,Four-wheel Drive,18-22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"37,065 mi.",Used,2021,Toyota,Tacoma TRD Off Road
phoenix-az,Smoke,Ebony Black,Front-wheel Drive,27-29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,"31,469 mi.",Used,2021,Ford,EcoSport SE
phoenix-az,Gray,Black,Four-wheel Drive,,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,"116,643 mi.",Used,2017,RAM,3500 Laramie
phoenix-az,Cherry Red Tintcoat,Dark Ash Gray,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"57,386 mi.",Used,2022,Chevrolet,Bolt EUV Premier
phoenix-az,Super White,Cement Gray,Rear-wheel Drive,19-24,Gasoline,6-Speed Shiftable Automatic,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","61,311 mi.",Used,2018,Toyota,Tacoma SR5
phoenix-az,Ruby Red,Cappuccino,Front-wheel Drive,18-27,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,"33,328 mi.",Used,2018,Lincoln,Continental Reserve
phoenix-az,Super White,Black,Four-wheel Drive,18-22,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, re","45,291 mi.",Used,2019,Toyota,Tacoma TRD Off Road
