Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
phoenix-az,Silver Sky Metallic,–,Rear-wheel Drive,17-21,Gasoline,Automatic,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng","73,386 mi.",Used,2015,Toyota,Tacoma PreRunner
seattle-wa,Graphite,Midnight Blue,Front-wheel Drive,31-41,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC,"69,553 mi.",Used,2016,Scion,iA Base
seattle-wa,Beige,Black,Front-wheel Drive,15-23,Gasoline,Automatic,"Northstar 4.6L V-8 DOHC, regular unleaded, engine with 275HP","115,505 mi.",Used,2010,Cadillac,DTS Luxury Collection
seattle-wa,White,Black,Rear-wheel Drive,16-23,Gasoline,6-Speed Manual,4.0L H6 24V GDI DOHC,"5,263 mi.",Used,2020,Porsche,718 Spyder Base
seattle-wa,Ruby Red,Gray,Front-wheel Drive,25-32,Hybrid,Automatic,"Ecotec 2.4L I-4 DOHC, variable valve control, regular unleaded,","133,934 mi.",Used,2009,Saturn,Vue Hybrid Base
seattle-wa,Starfire Pearl,Black,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"37,412 mi.",Used,2021,Lexus,GX 460 Base
seattle-wa,Gold,Tan,Rear-wheel Drive,0-0,Gasoline,Automatic,–,"79,971 mi.",Used,1987,Ford,Van
seattle-wa,Viper Black Clearcoat,Cognac,Rear-wheel Drive,12-21,Gasoline,Manual,"8L V-10 premium unleaded, engine with 450HP","9,500 mi.",Used,2000,Dodge,Viper GTS
seattle-wa,Ultra White,Black,Rear-wheel Drive,22-33,Gasoline,Automatic,"2L I-4 port/direct injection, DOHC, VVT-i variable valve control","72,626 mi.",Used,2016,Lexus,IS 200t Base
seattle-wa,Soul Red Crystal Metallic,Black,All-wheel Drive,20-26,Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl","53,748 mi.",Used,2022,Mazda,CX-9 Touring
seattle-wa,–,–,Rear-wheel Drive,22-33,Gasoline,Automatic,"2L I-4 port/direct injection, DOHC, VVT-i variable valve control","50,069 mi.",Used,2016,Lexus,IS 200t Base
seattle-wa,Silver,Black,Four-wheel Drive,19-22,Hybrid,10-Speed Automatic,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,"5,196 mi.",Used,2024,Toyota,Sequoia Capstone
seattle-wa,Mythos Black Metallic,Black,All-wheel Drive,19-29,Gasoline,Automatic 7-Speed,"2.5L I-5 port/direct injection, DOHC, variable valve control, in","93,355 mi.",Used,2018,Audi,TT RS 2.5T
seattle-wa,Magnetite Black Metallic,Black,Rear-wheel Drive,16-22,Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,"55,577 mi.",Used,2017,Mercedes-Benz,AMG GT AMG GT
seattle-wa,Blue Meridian Pearl,Ivory,Four-wheel Drive,15-19,Gasoline,Automatic,"4.7L V-8 DOHC, variable valve control, premium unleaded, engine","156,516 mi.",Used,2005,Lexus,GX 470 Base
seattle-wa,Imperial Jade Mica,Oak,Four-wheel Drive,14-17,Gasoline,Automatic,"I-FORCE 4.7L V-8 DOHC, regular unleaded, engine with 240HP","254,698 mi.",Used,2001,Toyota,Sequoia Limited
seattle-wa,Silver Sky Metallic,Taupe,Four-wheel Drive,15-18,Gasoline,5-Speed Automatic,4.7L V8 32V MPFI DOHC,"214,057 mi.",Used,2007,Toyota,Sequoia SR5
seattle-wa,GRAY,White/Black,All-wheel Drive,NULL,,Automatic,–,"21,961 mi.",Used,2022,Tesla,Model X Plaid Tri Motor All-Wheel Drive
seattle-wa,Gray,Black,Four-wheel Drive,20-20,Hybrid,Automatic CVT,6.0L V8 16V MPFI OHV Hybrid,"189,598 mi.",Used,2008,GMC,Yukon Hybrid Base
seattle-wa,Titanium Silver Metallic,Black,Four-wheel Drive,20-20,Hybrid,Automatic CVT,6.0L V8 16V MPFI OHV Hybrid,"189,802 mi.",Used,2009,GMC,Yukon Hybrid Base
seattle-wa,Black,Black,Front-wheel Drive,29-37,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,"91,823 mi.",Used,2019,Nissan,Sentra S
seattle-wa,Silver Sky Metallic,Black,Rear-wheel Drive,13-18,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,"146,447 mi.",Used,2012,Toyota,Sequoia SR5
seattle-wa,Pepper Gray,Black,All-wheel Drive,20-24,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"47,881 mi.",Used,2017,Volkswagen,Tiguan Limited 2.0T
seattle-wa,Jupiter Red,Black,All-wheel Drive,15-20,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"24,016 mi.",Used,2019,Mercedes-Benz,AMG GT 63 4-Door
seattle-wa,–,–,Four-wheel Drive,15-20,Gasoline,Automatic,"4.6L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","142,755 mi.",Used,2010,Lexus,GX 460 GX 460 Sport Utility 4D
seattle-wa,Silver,–,All-wheel Drive,18-22,Gasoline,4-Speed Automatic,3.0L V6 24V MPFI DOHC,"197,900 mi.",Used,2000,Lexus,RX 300 Base
seattle-wa,White,Black,Rear-wheel Drive,25-32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"17,330 mi.",Used,2021,Toyota,Supra 2.0
seattle-wa,designo Magno Selenite Grey,Black,All-wheel Drive,16-22,Gasoline,Automatic,"AMG 4L V-8 gasoline direct injection, DOHC, variable valve contr","69,000 mi.",Used,2018,Mercedes-Benz,AMG E 63 S 4MATIC
seattle-wa,Night Black,Black,All-wheel Drive,19-28,Diesel,Automatic,"3L V-6 diesel direct injection, DOHC, variable valve control, in","125,259 mi.",Used,2015,Audi,Q7 3.0 TDI Premium
seattle-wa,Deep Crystal Blue Mica,Sand,All-wheel Drive,20-26,Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl","27,949 mi.",Used,2021,Mazda,CX-9 Touring
seattle-wa,Silver,Black,All-wheel Drive,NULL,Gasoline,A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,"69,000 mi.",Used,2014,BMW,328 Gran Turismo i xDrive
seattle-wa,Deep Crystal Blue Mica,Sand,All-wheel Drive,20-26,Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl","28,233 mi.",Used,2021,Mazda,CX-9 Touring
seattle-wa,White,Not Specified,Front-wheel Drive,25-0,Gasoline,Automatic,"Drive-E 2L I-4 gasoline direct injection, DOHC, variable valve c","86,765 mi.",Used,2016,Volvo,V60 T5 Drive-E Premier
seattle-wa,Summit White,Jet Black,Four-wheel Drive,0-0,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, regu","37,592 mi.",Used,2020,Chevrolet,Silverado 3500 LT
seattle-wa,Granite Crystal Metallic Clearcoat,Ski Gray/Black,Four-wheel Drive,22-30,Gasoline,9-Speed 948TE Automatic,"2.4L I-4 variable valve control, regular unleaded, engine with 1","11,035 mi.",Used,2020,Jeep,Compass Latitude
seattle-wa,Diamond White Pearl,Black,Rear-wheel Drive,NULL,,Automatic,AC Electric Motor,"46,403 mi.",Used,2012,Mitsubishi,i-MiEV ES
seattle-wa,–,–,All-wheel Drive,16-21,Gasoline,Automatic,"3.7L V-6 DOHC, variable valve control, regular unleaded, engine","117,531 mi.",Used,2015,Ford,Utility Police Interceptor Base
seattle-wa,Magnesium Pearlcoat,Drk/Lt Slate Gray,Rear-wheel Drive,21-27,Gasoline,5-Speed Automatic,3.5L V-6 engine with 250HP,"181,175 mi.",Used,2006,Dodge,Magnum 4dr Wgn RWD
seattle-wa,Bright White Clearcoat,Black,Front-wheel Drive,17-17,Gasoline,Automatic,"3.6L V-6 DOHC, variable valve control, regular unleaded, engine","8,900 mi.",Used,2023,RAM,ProMaster 2500 High Roof
seattle-wa,White,Beige,Unknown,23-23,Gasoline,Automatic 5-Speed,V6 3.0L Natural Aspiration,"158,365 mi.",Used,2006,Mazda,MPV LX 4dr Mini Van
seattle-wa,Gold,Gold,Unknown,19-19,Gasoline,Automatic 5-Speed,V6 4.0L Natural Aspiration,"163,879 mi.",Used,2007,Ford,Explorer Sport Trac XLT
seattle-wa,True Blue Metallic,Carbon Black,All-wheel Drive,25-31,Gasoline,6-Speed Manual,1.6L I4 16V GDI DOHC Turbo,"121,999 mi.",Used,2012,MINI,Cooper S Countryman Base
seattle-wa,Laser Blue,Black,Four-wheel Drive,22-31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"63,518 mi.",Used,2019,Jeep,Compass Altitude
seattle-wa,Laser Blue,Black,Four-wheel Drive,22-31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"63,518 mi.",Used,2019,Jeep,Compass Altitude
seattle-wa,Silver,Gray,Front-wheel Drive,29-40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"69,032 mi.",Used,2020,Kia,Forte LXS
seattle-wa,Black,Black,All-wheel Drive,NULL,,Automatic 1-Speed,Electric,"28,253 mi.",Used,2020,Audi,e-tron Sportback Premium Plus
seattle-wa,Lunar Silver Metallic,–,Front-wheel Drive,51-45,Gasoline,eCVT,"1.5L I-4 DOHC, i-VTEC variable valve control, regular unleaded,","32,018 mi.",Used,2021,Honda,Insight Touring
seattle-wa,Turbulence Gray,Black,Rear-wheel Drive,22-30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"20,327 mi.",Used,2022,Toyota,Supra 3.0
seattle-wa,Black Raven,Jet Black w/Jet Black Accents,Rear-wheel Drive,22-31,Gasoline,8-Speed Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","57,949 mi.",Used,2018,Cadillac,ATS 2.0L Turbo
seattle-wa,designo Cardinal Red Metallic,White,All-wheel Drive,0-0,Hybrid,7G-TRONIC 7-Speed Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","37,256 mi.",Used,2018,Mercedes-Benz,GLE 550e Plug-In Hybrid 4MATIC
seattle-wa,Atomic Silver,Black,All-wheel Drive,19-26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"1,364 mi.",Used,2023,Lexus,IS 350 F Sport
seattle-wa,Glacier Silver Metallic,Black,All-wheel Drive,0-0,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, Double VANOS variable va","72,202 mi.",Used,2018,BMW,X5 eDrive xDrive40e
seattle-wa,Miami Blue,Graphite Blue/Chalk,Rear-wheel Drive,21-26,Gasoline,Manual,"2.5L H-4 gasoline direct injection, DOHC, VarioCam Plus variable","14,846 mi.",Used,2017,Porsche,718 Cayman S
seattle-wa,Silver,Gray,Front-wheel Drive,22-29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"24,037 mi.",Used,2020,Lincoln,Corsair Reserve
seattle-wa,Billet Silver Metallic Clearcoat,Dark Slate Gray,Rear-wheel Drive,18-0,Gasoline,Automatic,"3.6L V-6 DOHC, variable valve control, regular unleaded, engine","86,924 mi.",Used,2013,Dodge,Challenger SXT
seattle-wa,Gray,Black,Four-wheel Drive,15-20,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"171,947 mi.",Used,2016,Lexus,GX 460 Base
seattle-wa,Pure (Summit White),Light Taupe,Front-wheel Drive,22-33,E85 Flex Fuel,6-Speed Automatic Electronic with Overdrive,"Ecotec 2.4L I-4 DOHC, variable valve control, engine with 170HP","205,177 mi.",Used,2010,Pontiac,G6 Base
seattle-wa,Red Multi-Coat,Black,All-wheel Drive,NULL,,1-Speed Direct-Drive Automatic,Electric 518hp 487ft. lbs.,"46,538 mi.",Used,2019,Tesla,Model X Long Range
seattle-wa,–,Black,Rear-wheel Drive,22-30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"6,220 mi.",Used,2022,Toyota,Supra 3.0
seattle-wa,Smoky Granite Mica,Black,Front-wheel Drive,35-34,Hybrid,Automatic CVT,2.4L I4 16V MPFI DOHC Hybrid,"119,277 mi.",Used,2010,Lexus,HS 250h 250H
seattle-wa,BLACK,Black,All-wheel Drive,19-0,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","58,140 mi.",Used,2018,Audi,A8 L 3.0T
seattle-wa,Aqua Marine Blue Metallic,Black,Rear-wheel Drive,NULL,,Automatic,AC Synchronous Electric Motor,"33,002 mi.",Used,2014,Mitsubishi,i-MiEV ES
seattle-wa,Satin Cashmere Metallic,Sepia,Four-wheel Drive,15-20,Gasoline,6-Speed Automatic w/Sequential Shift Mode,"4.6L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","134,381 mi.",Used,2012,Lexus,GX 460 Base
seattle-wa,Malbec Black,Graphite,Rear-wheel Drive,17-25,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,"84,703 mi.",Used,2011,INFINITI,G37 Base
seattle-wa,Black Onyx,Rioja Red,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"74,293 mi.",Used,2021,Lexus,GX 460 Luxury
seattle-wa,Mineral Gray Metallic,Black / Dark Oyster,All-wheel Drive,21-31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"41,153 mi.",Used,2019,BMW,440 Gran Coupe i xDrive
seattle-wa,Cinnabar Orange,Obsidian Black,Rear-wheel Drive,18-24,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"8,107 mi.",Aston Martin Certified,2021,Aston,Martin Vantage Base
seattle-wa,White,Gray,All-wheel Drive,,E85 Flex Fuel,10-Speed Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,"116,842 mi.",Used,2023,Ford,Transit-150 BASE
seattle-wa,Billet Silver Metallic Clearcoat,Black,Front-wheel Drive,17-25,E85 Flex Fuel,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,"95,785 mi.",Used,2016,Dodge,Grand Caravan AVP/SE
seattle-wa,Black,Black,All-wheel Drive,21-28,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"34,315 mi.",Used,2019,Mercedes-Benz,AMG E 53 Base 4MATIC
seattle-wa,Phantom Black Metallic,Red,Rear-wheel Drive,16-21,Gasoline,Automatic,"5.7L V-8 premium unleaded, engine with 350HP","75,462 mi.",Used,2004,Pontiac,GTO Base
seattle-wa,Pure White,Golden Oak,All-wheel Drive,17-23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,"72,279 mi.",Used,2018,Volkswagen,Atlas 3.6L SEL Premium
seattle-wa,Blue Granite Metallic,Medium Gray,Front-wheel Drive,,Gasoline,4-Speed Automatic,3.9L V6 12V MPFI OHV,"139,914 mi.",Used,2007,Chevrolet,Uplander LS Fleet
seattle-wa,Burnout,Hazelnut,Rear-wheel Drive,19-27,Gasoline,Manual,"3L I-6 gasoline direct injection, DOHC, variable valve control,","3,250 mi.",Used,2023,Toyota,Supra A91 Edition
seattle-wa,Volcano Yellow,Jet Black,Rear-wheel Drive,15-22,Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,"12,310 mi.",Used,2020,McLaren,720S Performance
seattle-wa,Brilliant Black Crystal Pearlcoat,Black/Light Graystone,Front-wheel Drive,17-25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, VVT variable valve control, regular unl","102,912 mi.",Used,2020,Dodge,Grand Caravan SXT
seattle-wa,Metallic Blue,Gray/White,Four-wheel Drive,15-20,Gasoline,Automatic,"VQ 4L V-6 DOHC, variable valve control, regular unleaded, engine","96,334 mi.",Used,2014,Nissan,Xterra PRO-4X
seattle-wa,Twilight Black,Black,Front-wheel Drive,22-28,Gasoline,Automatic,"Smartstream 2.5L I-4 port/direct injection, DOHC, variable valve","16,397 mi.",Used,2021,Hyundai,Santa Fe Limited
seattle-wa,–,–,All-wheel Drive,28-35,Hybrid,Automatic,"3.5L V-6 DOHC, variable valve control, premium unleaded, engine","145,550 mi.",Used,2014,INFINITI,Q50 Hybrid Premium
seattle-wa,Denim Blue Metallic,Charcoal,All-wheel Drive,,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,"50,926 mi.",Used,2021,Volvo,S60 Recharge Plug-In Hybrid T8 R-Design Expression
seattle-wa,Reflex Silver Metallic,Black,All-wheel Drive,20-26,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"107,673 mi.",Used,2013,Volkswagen,Tiguan SE
seattle-wa,Gray,Black,Front-wheel Drive,25-37,Gasoline,Automatic,"Drive-E 2L I-4 gasoline direct injection, DOHC, variable valve c","74,527 mi.",Used,2016,Volvo,V60 T5 Drive-E Premier
seattle-wa,Frost White Pearl,Gray,All-wheel Drive,19-25,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"148,604 mi.",Used,2015,Hyundai,Santa Fe Sport 2.4L
seattle-wa,Bright Silver Metallic Clear Coat/Brilliant Black Crystal Pearl,Red/Black,Four-wheel Drive,15-21,Gasoline,8-Speed Shiftable Automatic,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","151,370 mi.",Used,2016,RAM,1500 Rebel
seattle-wa,Reflex Silver Metallic,Titan Black,Front-wheel Drive,24-31,Gasoline,6-Speed Automatic with Tiptronic,"2.5L I-5 DOHC, variable valve control, regular unleaded, engine","60,415 mi.",Used,2011,Volkswagen,Jetta SportWagen SE
seattle-wa,Chalk,Black,Rear-wheel Drive,17-23,Gasoline,6-Speed Manual,4.0L H6 24V GDI DOHC,"4,247 mi.",Used,2021,Porsche,718 Cayman GT4
seattle-wa,Polar White,Black,All-wheel Drive,14-19,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,"59,304 mi.",Used,2019,Mercedes-Benz,GLS 550 Base 4MATIC
seattle-wa,Satin Steel Metallic,Black,Four-wheel Drive,17-24,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control","94,890 mi.",Used,2022,Chevrolet,Colorado LT
seattle-wa,Singapore Gray Metallic,Black,Rear-wheel Drive,15-20,Gasoline,Automatic,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable","33,195 mi.",Used,2014,BMW,M5 Base
seattle-wa,Black Onyx,Rioja Red,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"40,045 mi.",Used,2020,Lexus,GX 460 Base
seattle-wa,Nebula Gray Pearl,Black,Four-wheel Drive,15-20,Gasoline,Automatic,"4.6L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","105,336 mi.",Used,2015,Lexus,GX 460 Base AWD 4dr SUV
seattle-wa,Deep Black Pearl Effect,Titan Black,All-wheel Drive,17-23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,"80,362 mi.",Used,2018,Volkswagen,Atlas 3.6L SE
seattle-wa,Blue,–,Rear-wheel Drive,19-27,Gasoline,5-Speed Automatic,2.5L I6 24V MPFI DOHC,"189,450 mi.",Used,2001,BMW,525 i
seattle-wa,Stone White Clearcoat,Dark Slate Gray/Med Slate Gray,Four-wheel Drive,15-19,Gasoline,Manual,"3.8L V-6 regular unleaded, engine with 202HP","147,510 mi.",Used,2010,Jeep,Wrangler Unlimited Sport
seattle-wa,–,–,Four-wheel Drive,15-18,Gasoline,Automatic,"4.6L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","52,830 mi.",Used,2018,Lexus,GX 460 460
seattle-wa,Black Onyx,Black,Four-wheel Drive,15-18,Gasoline,Automatic,"4.6L V-8 DOHC, VVT-i variable valve control, premium unleaded, e","68,440 mi.",Used,2018,Lexus,GX 460 Luxury
seattle-wa,Black,Beige,Four-wheel Drive,NULL,Gasoline,A/T,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,"117,500 mi.",Used,2010,Honda,Element EX
seattle-wa,Electric Silver Metallic,–,Front-wheel Drive,19-27,Gasoline,Automatic,"2.5L I-5 DOHC, variable valve control, intercooled turbo, premiu","138,632 mi.",Used,2008,Volvo,C30 T5
seattle-wa,Black,–,Four-wheel Drive,15-19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"32,536 mi.",Used,2021,Lexus,GX 460 Base
seattle-wa,Machine Gray,Black,Rear-wheel Drive,26-33,Gasoline,6-Speed Manual,"SKYACTIV-G 2L I-4 gasoline direct injection, DOHC, variable valv","45,628 mi.",Used,2018,Mazda,MX-5 Miata RF Grand Touring
seattle-wa,White,Black,Four-wheel Drive,15-18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"50,136 mi.",Used,2019,Lexus,GX 460 Base
seattle-wa,Black Granite Metallic,Jet Black,Front-wheel Drive,26-38,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,"96,611 mi.",Used,2016,Chevrolet,Cruze Limited 1LT
seattle-wa,Quartz White Pearl,Gray,Front-wheel Drive,28-38,Gasoline,Automatic,"1.8L I-4 DOHC, D-CVVT variable valve control, regular unleaded,","108,716 mi.",Used,2016,Hyundai,Elantra SE
seattle-wa,White,Black / Red,Front-wheel Drive,19-26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,"82,240 mi.",Used,2016,Dodge,Journey SE
seattle-wa,Alpine White,Black / Dark Oyster,All-wheel Drive,20-30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"71,443 mi.",Used,2017,BMW,340 Gran Turismo i xDrive
seattle-wa,Mineral Gray Metallic,Cognac,Rear-wheel Drive,22-30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"36,708 mi.",Used,2020,BMW,M340 i
seattle-wa,White,Black,Rear-wheel Drive,21-28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L H4 16V GDI DOHC Turbo,"53,376 mi.",Used,2018,Porsche,718 Cayman Base
seattle-wa,White,Black,Rear-wheel Drive,16-24,Gasoline,6-Speed Manual,3.0L I6 24V GDI DOHC Twin Turbo,150 mi.,Used,2024,BMW,M2 Base
seattle-wa,Hockenheim Silver Metallic,Black,Rear-wheel Drive,18-25,Gasoline,6-Speed Manual,3.0L I6 24V GDI DOHC Twin Turbo,"29,787 mi.",Used,2019,BMW,M2 Competition
seattle-wa,Onyx Black Metallic,Charcoal,All-wheel Drive,,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,"41,400 mi.",Used,2018,Volvo,S90 Recharge Plug-In Hybrid T8 Inscription
seattle-wa,Nebula Gray Pearl,Black,Four-wheel Drive,15-18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,"49,696 mi.",Used,2019,Lexus,GX 460 Base
seattle-wa,Black,Brown,Front-wheel Drive,NULL,Plug-In Hybrid,A/T,84.0HP 1.4L 4 Cylinder Engine Plug-In Electric/Gas,"114,250 mi.",Used,2014,Cadillac,ELR Base
seattle-wa,Long Beach Blue Metallic,Black w/Blue Stitching,Rear-wheel Drive,20-26,Gasoline,Manual,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","47,641 mi.",Used,2018,BMW,M2 Base
seattle-wa,Pearl White Multi,Black,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"10,085 mi.",Used,2023,Tesla,Model S Standard Range
seattle-wa,Ivory Pearl,Graphite,Rear-wheel Drive,17-26,Gasoline,Manual,"VQ 3.7L V-6 DOHC, variable valve control, premium unleaded, engi","125,017 mi.",Used,2008,INFINITI,G37 Sport
seattle-wa,Melbourne Red Metallic,Black,All-wheel Drive,22-33,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","118,594 mi.",Used,2015,BMW,328 Gran Turismo xDrive
seattle-wa,Calypso Red,Black,Front-wheel Drive,31-41,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"58,247 mi.",Used,2021,Hyundai,Elantra SEL
seattle-wa,Gray Metallic,Light Gray,Rear-wheel Drive,25-32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"39,915 mi.",Used,2017,Mercedes-Benz,SLC 300 Base
seattle-wa,Jet Black,Black,Rear-wheel Drive,19-28,Gasoline,6-Speed Automatic,3.0L I6 24V MPFI DOHC,"46,466 mi.",Used,2013,BMW,128 i
seattle-wa,Oxford White,Earth Gray,Front-wheel Drive,44-39,Hybrid,Automatic,"2L I-4 DOHC, iVCT variable valve control, regular unleaded, engi","106,712 mi.",Used,2014,Ford,Fusion Hybrid S
seattle-wa,Vesuvius Gray Metallic,Black,All-wheel Drive,18-28,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"17,967 mi.",Used,2021,Audi,S6 2.9T Premium Plus
seattle-wa,Monsoon Gray Metallic,Black,All-wheel Drive,19-27,Gasoline,8-Speed Shiftable Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","61,700 mi.",Used,2019,Audi,A8 55
seattle-wa,Silver Metallic,Slate Gray,Front-wheel Drive,,Gasoline,6-Speed Automatic,2.8L V6 24V MPFI DOHC Turbo,"150,741 mi.",Used,2006,Saab,9-3 Aero
seattle-wa,Black Raven,Ebony,All-wheel Drive,13-19,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV,"161,466 mi.",Used,2007,Cadillac,Escalade EXT Base
seattle-wa,White,Black,All-wheel Drive,17-25,Gasoline,Automatic 9-Speed,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con","126,129 mi.",Used,2018,Chevrolet,Traverse Premier
seattle-wa,Black,Black,–,,Gasoline,Manual,V8,"4,250 mi.",Used,1964,AC,Shelby Cobra Mk II
seattle-wa,Red,Black,–,,Gasoline,Manual,V8,"37,606 mi.",Used,1966,AC,Shelby Cobra - ERA RECREATION
seattle-wa,Solid Black,–,All-wheel Drive,NULL,,Automatic,Electric Motor,"32,698 mi.",Used,2020,Tesla,Model X Performance Dual Motor All-Wheel Drive
seattle-wa,Soul Red Metallic,Black,Rear-wheel Drive,27-33,Gasoline,6 Speed Manual,"SKYACTIV-G 2L I-4 gasoline direct injection, DOHC, variable valv","46,332 mi.",Used,2017,Mazda,MX-5 Miata RF Club
seattle-wa,Blue,Black,Front-wheel Drive,25-32,Gasoline,Automatic 6-Speed,"1.6L I-4 gasoline direct injection, DOHC, variable valve control","60,610 mi.",Used,2012,MINI,Cooper S Countryman Base
seattle-wa,Frozen Silver Metallic,Black,All-wheel Drive,21-31,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","33,321 mi.",Used,2018,BMW,440 Gran Coupe i xDrive
seattle-wa,Frozen Black Metallic,Fjord Blue,All-wheel Drive,23-32,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","35,202 mi.",Used,2022,BMW,M340 i xDrive
